EMLO Letter ID Number,Year date,Month date,Day date,Standard gregorian date,Date is range (0=No; 1=Yes),Year 2nd date (range),Month 2nd date (range),Day 2nd date (range),"Calendar of date provided to EMLO (G=Gregorian; JJ=Julian, year start 1 January; JM=Julian, year start March, U=Unknown)",Date as marked on letter,Date uncertain (0=No; 1=Yes),Date approximate (0=No; 1=Yes),Date inferred (0=No; 1=Yes),Notes on date,Author,Author EMLO ID,Author as marked in body/text of letter,Author inferred (0=No; 1=Yes),Author uncertain (0=No; 1=Yes),Notes on Author in relation to letter,Recipient,Recipient EMLO ID,Recipient as marked in body/text of letter,Recipient inferred (0=No; 1=Yes),Recipient uncertain (0=No; 1=Yes),Notes on Recipient in relation to letter,Origin name,Origin EMLO ID,Origin as marked in body/text of letter,Origin inferred (0=No; 1=Yes),Origin uncertain (0=No; 1=Yes),Notes on Origin in relation to letter,Destination name,Destination EMLO ID,Destination as marked in body/text of letter,Destination inferred (0=No; 1=Yes),Destination uncertain (0=No; 1=Yes),Notes on Destination in relation to letter,Abstract,Keywords,Language(s),Incipit,Explicit,People mentioned,EMLO IDs of people mentioned,Notes on people mentioned,Original Catalogue name,Matching letter(s) in alternative EMLO catalogue(s) (self reference also),Match id number,Related Resource IDs [er = number for link to EMLO letter],General notes for public display,Editors' working notes,UUID,EMLO URL
928679,1663,11,27,1663-12-07,0,,,,JM,,0,0,0,,"Lister, William",909422,,0,0,,"Lister, Martin",13473,,0,0,,"London, England",1606,,0,0,,,,,0,0,,,,,,,,,,"Lister, Martin",,,971382,"Calendared in ‘The Correspondence of Dr. Martin Lister (1639–1712), Volume One: 1662–1677’, ed. and tr. Anna Marie Roos (Leiden: Brill, 2015), p. 51.

Bodl. MS Lister 19, fol. 1v. During his journey to and stay in Montpellier to study medicine, Lister kept a diary. In the first four pages he kept an ongoing record of his correspondence, received and sent. It appears none of these letters has survived.",,516db10a-946e-481d-9641-da8b0a688681,http://emlo.bodleian.ox.ac.uk/profile/work/516db10a-946e-481d-9641-da8b0a688681
928680,1663,12,15,1663-12-15,0,,,,G,,0,0,0,,Bataliers (M.),909606,,0,0,,"Lister, Martin",13473,,0,0,,"Marseille, Provence-Alpes-Côte d'Azur, France",1038,,0,0,,,,,0,0,,,,,,,,,,"Lister, Martin",,,971383,"Calendared in ‘The Correspondence of Dr. Martin Lister (1639–1712), Volume One: 1662–1677’, ed. and tr. Anna Marie Roos (Leiden: Brill, 2015), p. 52.

Bodl. MS Lister 19, fol. 1v. During his journey to and stay in Montpellier to study medicine, Lister kept a diary. In the first four pages he kept an ongoing record of his correspondence, received and sent. It appears none of these letters has survived.",,818ff654-4c67-4c93-a566-6f2cb36558a7,http://emlo.bodleian.ox.ac.uk/profile/work/818ff654-4c67-4c93-a566-6f2cb36558a7
100150,1664,2,8,1665-02-08,1,1665,2,8,G,8 Fevrier,1,1,0,,"Bruce, Robert",3555,,0,0,Lord Chamberlain,"Lister, Martin",13473,,1,0,,"Montpellier, Languedoc-Roussillon, France",564,Montpellier,0,0,,,,,0,0,,,,French,,,,,,"Lister, Martin",100150; 8374,1,900882; 971425,,,e0e00b5c-382e-4e06-8812-50ba2d162bfc,http://emlo.bodleian.ox.ac.uk/profile/work/e0e00b5c-382e-4e06-8812-50ba2d162bfc
100271,1664,5,31,1664-05-31,0,,,,G,31 May 1664,0,0,0,,"Verchant, Henri (fl. 1664)",8212,,0,0,,"Lister, Martin",13473,,0,0,,"Montpellier, Languedoc-Roussillon, France",564,Montp[ellier],0,0,,"Arles, Provence-Alpes-Côte d'Azur, France",100051,Arles,0,0,,,,French,,,,,,"Lister, Martin",100271; 18573,1,901203; 971423,,,7d3957b8-7afb-4fac-8949-6cff5e8031e4,http://emlo.bodleian.ox.ac.uk/profile/work/7d3957b8-7afb-4fac-8949-6cff5e8031e4
928686,1664,1,19,1664-01-19,0,,,,G,,0,0,0,,Camby (Mr),909605,,0,0,,"Lister, Martin",13473,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,,"Lister, Martin",,,971389,"Calendared in ‘The Correspondence of Dr. Martin Lister (1639–1712), Volume One: 1662–1677’, ed. and tr. Anna Marie Roos (Leiden: Brill, 2015), p. 55.

Bodl. MS Lister 19, fol. 1v. During his journey to and stay in Montpellier to study medicine, Lister kept a diary. In the first four pages he kept an ongoing record of his correspondence, received and sent. It appears none of these letters has survived.",,55ad0cd9-6aba-453c-a068-592c991cca78,http://emlo.bodleian.ox.ac.uk/profile/work/55ad0cd9-6aba-453c-a068-592c991cca78
100358,1664,10,2,1664-10-02,0,,,,G,Octo: 2 '64,0,0,0,,"King, R.",12631,,0,0,visitor to Lister at Montpellier,"Lister, Martin",13473,,1,0,,"Paris, Île-de-France, France",300017,Paris,0,0,,,,,0,0,,"King promised he would take care of bill sent by Mr. Verchand, and wished to visit with Lister",,English,,,,,,"Lister, Martin",100358; 30073,1,901364; 971424,,,4e3f7971-34a0-4ce3-af3a-81e7127bcab3,http://emlo.bodleian.ox.ac.uk/profile/work/4e3f7971-34a0-4ce3-af3a-81e7127bcab3
100127,1665,8,22,1665-09-01,0,,,,JM,Aug. 22. 1665,0,0,0,,"Briggs, Thomas",100028,,0,0,"Fellow and Junior Bursar, L.L. D. St. John's College Cambridge, Friend","Lister, Martin",13473,,1,0,,"Cambridge, Cambridgeshire, England",400060,St. John's Coll.  Cambr.,0,0,,"Montpellier, Languedoc-Roussillon, France",564,,1,0,,Briggs informed Lister of plague in Cambridge.,,English,,,,,,"Lister, Martin",100127; 7717,1,900801; 971426,"For Briggs' biography, see Venn, Alum. Cantab, pt. 1, p. 218.",,d7a7f5e9-3bb3-4934-9822-7fbdaa5e0d58,http://emlo.bodleian.ox.ac.uk/profile/work/d7a7f5e9-3bb3-4934-9822-7fbdaa5e0d58
101114,1666,,,1666-12-31,0,,,,G,1666,0,0,0,,Unknown male,6854,,0,0,,"Lister, Martin",13473,,0,0,,France,100141,France,0,0,,,,,0,0,,,,French,,,,,,"Lister, Martin",,,971435,"Lister indicated the letter was to be forwarded to Dr. Richards of Lincoln in 1666 on fol. 174V, the surmise for the dating",,752f5744-21bb-4b05-bfe9-cf3f511adc0d,http://emlo.bodleian.ox.ac.uk/profile/work/752f5744-21bb-4b05-bfe9-cf3f511adc0d
100940,1666,6,9,1666-06-19,0,,,,JM,"June 9, 1666",0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,,,,0,0,,,,,0,0,,"Derham's abstract:""handsome returns of affectionate compliments; described Ray's journeys to Calais and Plants observed.""",,English,,,,,,"Lister, Martin",,,971429,"This letter only exists in Derham's abstracts in MS Ray in the Natural History Museum, which were listed separately and chronologically. Calendared in ‘The Correspondence of Dr. Martin Lister (1639–1712), Volume One: 1662–1677’ , ed. and tr. Anna Marie Roos (Leiden: Brill, 2015), p. 90.",,aaa45331-5644-42a9-b563-325004b7d598,http://emlo.bodleian.ox.ac.uk/profile/work/aaa45331-5644-42a9-b563-325004b7d598
100479,1666,,,1667-01-10,0,,,,JM,,0,1,0,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,St. Johns Colidge in Cambridg,0,0,,"Jane Lister discussed reading Scarron, she mentioned her esteem for Lister and thanked him for the perfumes that he sent.",,English,,,,,,"Lister, Martin",,,971430,This letter dates from 1663-1666 when Jane was at Burwell and Lister in France,,bec83543-096d-4a31-ae75-5c4b97721d66,http://emlo.bodleian.ox.ac.uk/profile/work/bec83543-096d-4a31-ae75-5c4b97721d66
100305,1667,12,9,1667-12-19,0,,,,JM,Dec ye 9th 67,0,0,0,,"Grove, Robert",9518,,0,0,"fellow, St. John's College Cambridge, Bishop of Chichester","Lister, Martin",13473,,0,0,,"London, England",1606,London,0,0,,"Cambridge, Cambridgeshire, England",400060,"St. John's College, Cambridge [cut off]",0,0,,"Grove thanked Lister for sending his student furnishings to him. All arrived except his bed, so he gave Lister further instructions for shipping his things.",,English,,,,,,"Lister, Martin",100305; 22055,1,901326; 971454,,,e5aeb230-2091-4d5e-9ee6-c662976b73df,http://emlo.bodleian.ox.ac.uk/profile/work/e5aeb230-2091-4d5e-9ee6-c662976b73df
100478,1667,,,1669-01-10,1,1668,,,JM,n.d.,0,1,0,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,"Jane Lister reported that their father commanded her to let her brother know he has sent him a venison pie. Their mother apologized for not writing now, and she hoped Lister received her letter of last week. Jane also hoped Lister would come to Burwell in the spring.",,English,,,,,,"Lister, Martin",,,971436,This letter dates from 1660-1663 or from 1667-8 when Lister was a fellow at Cambridge.,,41578106-0e1c-4e13-8ec9-07cdcf2255e3,http://emlo.bodleian.ox.ac.uk/profile/work/41578106-0e1c-4e13-8ec9-07cdcf2255e3
100945,1667,10,12,1667-10-22,0,,,,JM,Dabam IV Idus 8bris 1667.,0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,"Black Notley, Essex, England",400270,Notleiae,0,0,,,,,0,0,,"Ray discussed the merits of ancient Roman medical, historical, and architectural writings.",,Latin,,,,,,"Lister, Martin",,,971445,,,ff957ed3-4d56-4b43-824b-71d76fc39219,http://emlo.bodleian.ox.ac.uk/profile/work/ff957ed3-4d56-4b43-824b-71d76fc39219
100778,1667,11,23,1667-12-03,0,,,,JM,nove: the 23,0,0,1,,"Lister, Susanna",100131,,0,0,mother,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,St. John's Colladg in Cambridg,0,0,,"Susanna Lister reported she had sent her son a goose pie with a duck in the belly, and that his brother would get him venison as soon as he could. She described the illness of an acquaintance, and reported that daughter Hamilton was again with her husband in France.",,English,,,,,,"Lister, Martin",,,971452,"Hamilton was Francis Jennings, Countess of Tyrconnel, sister of Sarah, Duchess of Marlborough, who was Lister's niece.  Her husband served in France between 1667 and 1676, and this letter probably dates from 1667 or 1668 as Lister was still at Cambridge.",,1562e17c-81f5-4f50-81fb-966a9887df8d,http://emlo.bodleian.ox.ac.uk/profile/work/1562e17c-81f5-4f50-81fb-966a9887df8d
100770,1667,11,27,1667-12-07,0,,,,JM,27,0,0,1,"Susanna mentions the burial of Lady Elizabeth Christopher of Alford, Lincolnshire occurring the day previously.  Lady Christopher's tomb in St. Wilfrid's Church in Alford states she died on 21 November 1667.  From the '27' written at the bottom of the letter whose margin has been damaged, it is inferred that the date would be 27 November 1667. ","Lister, Susanna",100131,,0,0,mother,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,"Susanna Lister reported that Hamilton was great with child and that her husband (Sir George Hamilton) will be making another trip to France, this time without Lister's brother William.  Lady Christopher was buried the day previously, and her husband Sir Robert Christopher was very weak and unlikely to survive the year.  Susanna reported that small pox in London ""was very busie"" and Lady Lambard's house was infected. ",,English,,,,,,"Lister, Martin",,,971453,"Hamilton was Francis Jennings, Countess of Tyrconnel, sister of Sarah, Duchess of Marlborough, who was Lister's niece.  Her husband served in France between 1667 and 1676.",,e9cb60bb-6f70-47c2-9dac-79420f18c585,http://emlo.bodleian.ox.ac.uk/profile/work/e9cb60bb-6f70-47c2-9dac-79420f18c585
100482,1667,10,18,1667-10-28,0,,,,JM,Oct. 18,0,0,1,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,"Jane Lister expressed pleasure in her brother's correspondence; She enclosed a letter from Doll Hartopp [Lister's niece], and reported that she had not quit her study of French.",,English,,,,,,"Lister, Martin",,,971448,This letter dates from 1660-1663 or from 1667-8 when Lister was a fellow at Cambridge.,,b9268141-6d14-48be-8ab0-32145ebb3933,http://emlo.bodleian.ox.ac.uk/profile/work/b9268141-6d14-48be-8ab0-32145ebb3933
100941,1667,6,18,1667-06-28,0,,,,JM,June 18. 1667,0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,"Middleton Hall, Tamworth, Staffordshire, England",100117,Middleton,0,0,,"Cambridge, Cambridgeshire, England",400060,S. John's College in Cambridge,0,0,,"Ray praised Lister for his study of natural history, he was putting together Willoughby's observations of birds, and he disparaged Merrett's ""bungling Pinax.""",,English,,,,,,"Lister, Martin",,,971438,damaged,,9236c287-4579-4f80-92ae-01874f406a9c,http://emlo.bodleian.ox.ac.uk/profile/work/9236c287-4579-4f80-92ae-01874f406a9c
100946,1667,11,23,1667-12-03,0,,,,JM,IX Kal. Decembr: 1667,0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,"London, England",1606,Londini,0,0,,"Cambridge, Cambridgeshire, England",400060,St. Johns College in Cambridge,0,0,,"Ray praised Lister for his studies, and discussed botanical specimens, their use in medicine (particularly opium), and sinistral shells.",,Latin,,,,,,"Lister, Martin",,,971451,,,209cb981-7a00-46c3-88eb-fae4158830ae,http://emlo.bodleian.ox.ac.uk/profile/work/209cb981-7a00-46c3-88eb-fae4158830ae
100332,1667,5,30,1667-06-09,0,,,,JM,"1667, 30 Maye",0,0,0,,"Jenyns, Frances",100090,,0,0,"Lister's half-sister, mother of Sarah, Duchess of Marlborough","Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,Burill,0,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,"Frances Jennings hoped to see Lister soon, she mentioned her daughter called little ""Sarey"" [Sarah, later to be Duchess of Marlborough] had given Lister a gift--a bond seal--as a token of her affection",,English,,,,,,"Lister, Martin",,,971431,The tassels and seal are still extant on the letter.,,568fbee4-3b35-4b29-9d56-3a4d58fd84dd,http://emlo.bodleian.ox.ac.uk/profile/work/568fbee4-3b35-4b29-9d56-3a4d58fd84dd
100776,1667,11,4,1667-11-14,0,,,,JM,novem the 4,0,0,1,,"Lister, Susanna",100131,,0,0,mother,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,"Susanna Lister was worried that she had not heard from Lister since he hurt his arm. She reported his sister was well, and though the baby was weak, it was now recovering.",,English,,,,,,"Lister, Martin",,,971449,"This letter dates from the 1660s, as Lister received his fellowship in 1660 and stayed at St. John's until 1668.",,f2296303-11e8-4d41-8027-a3383c444543,http://emlo.bodleian.ox.ac.uk/profile/work/f2296303-11e8-4d41-8027-a3383c444543
100813,1667,10,16,1667-10-26,0,,,,JM,16 8bre 1667,0,0,0,,"Du Moulin, Jaques",100210,,1,0,The letter only is signed with a surname.,"Lister, Martin",13473,,0,0,,"London, England",1606,Londres [London],0,0,,"Cambridge, Cambridgeshire, England",400060,"St. Johns Colledge, In Cambridge",0,0,,Du Moulin thanked Lister for writing him so fully; He received Lister's letter in French and promised to keep his secret (unspecified) faithfully; He reported that he must return to Lord Berkeley to tend to his illness; Du Moulin also related that King Charles had removed Catholics from all public employment and had removed the seals of office from Lord Clarendon.,,French,,,,,,"Lister, Martin",100813; 16868,1,901401; 971447,"See G.C.R. Morris, ""On the Identity of Jaques du Moulin, F.R.S. 1667,"" Notes and Records of the Royal Society of London 45, 1 (1991), pp. 1-10.",,94ccb049-a0de-436f-b1fe-f28a844f21ec,http://emlo.bodleian.ox.ac.uk/profile/work/94ccb049-a0de-436f-b1fe-f28a844f21ec
100944,1667,10,1,1667-10-11,0,,,,JM,"Cal., Octob., 1667",0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,"Black Notley, Essex, England",400270,Notleiae,0,0,,"Cambridge, Cambridgeshire, England",400060,"St. John's College, Cambridge",0,0,,Ray discussed birds and their descriptions in Aldrovandi and Gesner.,,Latin,,,,,,"Lister, Martin",,,971444,damaged,,04b31721-4f8b-45d4-ad9a-a538b4abfa48,http://emlo.bodleian.ox.ac.uk/profile/work/04b31721-4f8b-45d4-ad9a-a538b4abfa48
100943,1667,8,1,1667-08-11,0,,,,JM,Kal. Aug. 1667,0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,,,,0,0,,,,,0,0,,"Derham's abstract: ""Going to Cornwall with Mr. Will[oughby]. Birds: Some Insects: Snailes: Grasses: and what [he] intends to do in botany.""",,Latin,,,,,,"Lister, Martin",,,971441,"Calendared in ‘The Correspondence of Dr. Martin Lister (1639–1712), Volume One: 1662–1677’, ed. and tr. Anna Marie Roos (Leiden: Brill, 2015), p. 106. ; This letter only exists in Derham's abstracts in MS Ray in the Natural History Museum, which were listed separately and chronologically.",,41008658-3d24-4e2a-a54c-0b7827622f75,http://emlo.bodleian.ox.ac.uk/profile/work/41008658-3d24-4e2a-a54c-0b7827622f75
100895,1667,2,25,1667-03-07,0,,,,JM,Feb. 25 1666/7,0,0,0,,"Peck, John",16186,,0,0,"Listers sizar and fellow, St. John's College, Cambridge","Lister, Martin",13473,,0,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,,,,0,0,,"Peck asked for Lister's assent to elect Charles Wheeler as burgess of St. John's College, Cambridge.",,English,,,,,,"Lister, Martin",100895; 37551,1,901472; 971437,"Peck's short biography is in Venn, Alum. Cantab, pt. 1, vol 3, p. 333.",,de7e1240-9bee-4111-8bf8-001a0ee41ac2,http://emlo.bodleian.ox.ac.uk/profile/work/de7e1240-9bee-4111-8bf8-001a0ee41ac2
100311,1667,9,5,1667-09-15,0,,,,JM,September the 5th 1667,0,0,0,,"Hartopp, Dorothy",100079,,0,0,Lister's niece,"Lister, Martin",13473,,1,0,,"Burwell, Lincolnshire, England",100028,,1,1,,,,,0,0,,"Dorothy Hartopp apologized for not writing sooner, and sent regards of her family.",,English,,,,,,"Lister, Martin",,,971442,,,d5d3d06d-a934-4739-86d3-8c6881ced750,http://emlo.bodleian.ox.ac.uk/profile/work/d5d3d06d-a934-4739-86d3-8c6881ced750
100481,1667,10,13,1668-10-23,1,1668,10,13,JM,Octo: the 13,1,1,0,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,St. Johns Colledge in Cambridg. Cambridg,0,0,,"Jane Lister expressed sorrow that she had to return home after seeing her brother in Cambridge, writing ""I think you took my heart away with you.""  She expressed delight in plays at court in London.",,English,,,,,,"Lister, Martin",,,971446,This letter dates from 1660-1663 or from 1667-8 when Lister was a fellow at Cambridge.,,ad5bff55-a4a7-4fc2-a95b-566da3101dab,http://emlo.bodleian.ox.ac.uk/profile/work/ad5bff55-a4a7-4fc2-a95b-566da3101dab
100942,1667,7,4,1667-07-14,0,,,,JM,"July 4, 1667",0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,,,,0,0,,,,,0,0,,"Derham's abstract: ""enquiries about birds and insects. discussed Method of Wilkins in his Universal Character. Regards Kircher's Mundus Subterraneous a poor book. discussed their use of Latin in their correspondence.""",,English,,,,,,"Lister, Martin",,,971433,"Calendared in ‘The Correspondence of Dr. Martin Lister (1639–1712), Volume One: 1662–1677’, ed. and tr. Anna Marie Roos (Leiden: Brill, 2015), p. 105.; This letter only exists in Derham's abstracts in MS Ray in the Natural History Museum, which were listed separately and chronologically.",,aa0211f7-0965-4b3d-a764-020fb8e05742,http://emlo.bodleian.ox.ac.uk/profile/work/aa0211f7-0965-4b3d-a764-020fb8e05742
100313,1667,6,,1667-07-10,0,,,,JM,n.d.,0,1,0,,"Hartopp, Dorothy",100079,,0,0,Lister's niece,"Lister, Martin",13473,,0,0,,"Burwell, Lincolnshire, England",100028,,1,1,,"Cambridge, Cambridgeshire, England",400060,"St. John's Coledg, Cambridg",0,0,,Dorothy Hartopp described autopsy of her late mother.,,English,,,,,,"Lister, Martin",,,971439,"Dorothy's mother, Agnes Hartopp (1630-1667), née Lister, died on June 27, 1667, so this dates the letter. She was Lister's older sister.  Agnes Hartopp (1630-1667), married Sir William Hartopp of Leicester",,75c4c3df-a342-4c36-91a9-fa47e75f58dd,http://emlo.bodleian.ox.ac.uk/profile/work/75c4c3df-a342-4c36-91a9-fa47e75f58dd
100484,1667,11,23,1668-12-03,1,1668,11,23,JM,Nove: the 23rd,0,1,0,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,1,0,,"Burwell, Lincolnshire, England",100028,,1,0,,"Cambridge, Cambridgeshire, England",400060,,1,0,,"Jane Lister affirmed her esteem for her brother, and said if she did not write, it was to spur Lister to chide her, which would heighten their mirth. She reported that  they wanted no books yet from him.",,English,,,,,,"Lister, Martin",,,971450,,,17a8820a-d2a2-4e11-a701-bd776dc2d5d3,http://emlo.bodleian.ox.ac.uk/profile/work/17a8820a-d2a2-4e11-a701-bd776dc2d5d3
100483,1668,11,9,1668-11-19,0,,,,JM,Nouem: the: 9,0,0,1,,"Lister, Jane",100106,,0,0,sister,"Lister, Martin",13473,,0,0,,"London, England",1606,London,0,0,,"Cambridge, Cambridgeshire, England",400060,St. John's Colidge in Cambridg,0,0,,"Jane Lister reported that ""niece Hamilton"" desired to go to France, but she needed a chaplain/escort, and Jane asked Lister's advice for a suitable person. She asked Lister to leave his ""malincoly cell"" in Cambridge and come to Burwell in the winter.",,English,,,,,,"Lister, Martin",,,971478,This letter dates from 1660-1663 or from 1667-8 when Lister was a fellow at Cambridge.,,d6cab161-4570-475d-8275-af42752912c1,http://emlo.bodleian.ox.ac.uk/profile/work/d6cab161-4570-475d-8275-af42752912c1
100950,1668,10,31,1668-11-10,0,,,,JM,Prid. Kal. Ix bris Dabam,0,0,0,,"Ray, John",400236,,0,0,eminent naturalist,"Lister, Martin",13473,,0,0,,"Black Notley, Essex, England",400270,Nottleiæ,0,0,,,,,0,0,,"Ray praised Lister for his list of 30 English spiders, and he asked Lister if he had seen a hunting and ambushing spider, as well as those that cast their webs at a slant.",,Latin,,,,,,"Lister, Martin",,,971477,The original has been lost; NHM only has a copy of a section of the letter made by J.D. Enys,,d42ec0dd-dd17-421b-a9ee-f7f08537eb97,http://emlo.bodleian.ox.ac.uk/profile/work/d42ec0dd-dd17-421b-a9ee-f7f08537eb97
